NU_INSCRICAO;NU_ANO;TP_COR_RACA;CO_MUNICIPIO_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q007;Q021;Q020;Q023
210070917026;2025;1;3541000;617,5;598,3;675,6;725,1;740,0;M;E;B;A
210070917393;2025;3;3541000;544,5;694,2;554,2;673,1;460,0;D;A;B;A
210070917638;2025;2;3541000;552,5;443,9;511,2;434,7;500,0;B;B;B;A
210070918192;2025;3;3541000;;;;;;F;A;B;A
210070918390;2025;1;3541000;;469,0;522,4;;520,0;B;B;B;A
210070919614;2025;3;3541000;;;;;;L;D;B;A
210070920875;2025;1;3541000;587,9;626,4;608,9;625,7;940,0;B;A;B;A
210070921985;2025;0;3541000;471,0;523,7;472,5;538,2;740,0;G;B;B;D
210070922684;2025;2;3541000;;453,2;455,2;;340,0;F;B;B;A
210070924749;2025;3;3541000;;;;;;C;B;B;A
210070925530;2025;3;3541000;542,4;534,7;601,6;524,9;800,0;C;A;B;A
210070929527;2025;3;3541000;;;;;;G;B;B;A
210070929771;2025;1;3541000;470,6;517,8;546,4;684,1;600,0;C;B;B;A
210070929846;2025;1;3541000;;;;;;G;B;B;D
210070930657;2025;3;3541000;467,6;571,4;550,5;607,4;640,0;K;D;B;B
210070932560;2025;1;3541000;;;;;;D;A;B;A
210070933948;2025;2;3541000;611,4;510,7;597,2;681,1;820,0;B;A;B;A
210070936924;2025;1;3541000;;;;;;C;B;B;A
210070937525;2025;1;3541000;426,8;428,3;475,2;477,9;480,0;C;A;B;A
210070938650;2025;1;3541000;;;;;;D;B;B;A
210070938653;2025;1;3541000;458,9;452,2;520,5;518,5;680,0;D;D;B;B
210070938879;2025;1;3541000;482,9;476,7;532,9;490,6;560,0;C;A;B;A
210070939091;2025;1;3541000;481,9;467,4;473,1;357,3;600,0;B;A;B;A
210070939396;2025;1;3541000;;;;;;F;B;B;A
210070939467;2025;1;3541000;534,4;441,9;481,2;361,3;280,0;D;A;B;A
210070939918;2025;3;3541000;449,3;436,2;430,7;506,2;480,0;D;A;B;A
210070940831;2025;1;3541000;;;;;;J;C;B;D
210070941164;2025;1;3541000;513,3;558,5;578,0;605,5;800,0;D;A;B;A
210070943774;2025;1;3541000;;;;;;F;B;B;A
210070943842;2025;3;3541000;507,3;428,5;361,6;385,5;0,0;G;B;B;A
210070944238;2025;1;3541000;488,4;463,8;437,3;392,6;440,0;F;B;B;A
210070945366;2025;3;3541000;;438,7;499,1;;0,0;D;A;B;A
210070945432;2025;3;3541000;544,0;580,7;581,6;630,7;760,0;D;B;B;A
210070946208;2025;3;3541000;445,0;515,0;488,5;538,1;580,0;B;A;B;A
210070946286;2025;3;3541000;538,0;557,1;611,7;536,7;700,0;F;A;B;A
210070947365;2025;2;3541000;485,5;600,7;558,7;533,3;720,0;C;B;B;A
210070948210;2025;3;3541000;573,2;516,0;521,4;454,5;580,0;C;A;B;D
210070949076;2025;1;3541000;;;;;;B;B;B;A
210070949257;2025;1;3541000;420,4;457,5;367,4;388,9;320,0;I;C;B;D
210070951275;2025;3;3541000;;;;;;B;A;B;B
210070953293;2025;1;3541000;472,1;505,8;534,8;424,3;740,0;C;B;B;A
210070953704;2025;1;3541000;;;;;;H;B;B;A
210070954257;2025;2;3541000;452,7;449,1;510,6;371,2;220,0;E;B;B;A
210070955512;2025;1;3541000;496,1;465,2;353,0;334,5;500,0;G;B;B;C
210070956425;2025;1;3541000;532,3;433,3;569,4;466,2;580,0;B;B;B;A
210070956658;2025;1;3541000;;;;;;B;A;B;A
210070958376;2025;1;3541000;;605,9;638,6;;840,0;E;B;B;D
210070958491;2025;1;3541000;551,6;529,0;521,3;570,4;520,0;B;A;B;A
210070960534;2025;1;3541000;514,5;410,8;499,7;572,1;560,0;K;B;B;D
210070960880;2025;1;3541000;;410,7;499,5;;640,0;H;C;B;E
210070961176;2025;1;3541000;574,9;585,9;623,9;670,1;560,0;I;B;B;A
210070961465;2025;3;3541000;559,5;495,3;518,4;325,7;540,0;E;B;B;A
210070961499;2025;3;3541000;407,3;537,8;588,1;657,9;660,0;A;A;B;A
210070964903;2025;1;3541000;;;;;;B;A;A;A
210070966320;2025;1;3541000;513,0;356,2;557,5;454,0;380,0;F;B;B;D
210070967822;2025;1;3541000;586,8;624,8;623,6;772,7;760,0;C;B;B;A
210070968181;2025;3;3541000;598,4;640,3;520,9;581,0;700,0;G;B;B;D
210070968365;2025;1;3541000;505,5;525,2;520,8;551,1;620,0;J;B;B;D
210070968648;2025;1;3541000;485,0;519,1;524,4;556,4;780,0;E;B;B;A
210070968719;2025;2;3541000;509,1;541,2;584,5;553,4;580,0;B;A;B;A
210070969759;2025;1;3541000;517,3;560,0;555,7;548,3;540,0;A;B;B;A
210070972235;2025;3;3541000;455,0;409,6;473,2;454,6;440,0;C;B;B;A
210070973872;2025;3;3541000;;;;;;A;A;B;A
210070974015;2025;2;3541000;414,2;468,4;496,6;352,1;580,0;E;C;B;A
210070974248;2025;1;3541000;381,1;604,3;608,7;536,1;680,0;H;C;B;A
210070974865;2025;1;3541000;405,0;489,3;461,6;361,1;580,0;B;B;B;A
210070975264;2025;3;3541000;512,7;486,2;573,7;568,1;360,0;B;A;A;A
210070975788;2025;1;3541000;;;;;;D;A;B;A
210070976650;2025;1;3541000;465,2;447,0;521,8;529,8;0,0;J;A;B;A
210070976673;2025;1;3541000;;;;;;B;A;B;A
210070977080;2025;1;3541000;;;;;;C;B;B;A
210070977590;2025;1;3541000;;;;;;C;A;B;A
210070979260;2025;1;3541000;394,0;516,2;495,9;403,1;500,0;C;B;B;A
210070981110;2025;1;3541000;493,6;438,9;535,4;504,1;620,0;G;B;B;A
210070981147;2025;1;3541000;;380,5;428,1;;0,0;B;B;B;A
210070981779;2025;2;3541000;;;;;;E;B;B;A
210070984137;2025;1;3541000;;;;;;B;B;B;A
210070985134;2025;3;3541000;;;;;;J;B;B;A
210070985306;2025;3;3541000;475,9;400,0;430,9;377,8;400,0;D;A;B;A
210070985994;2025;1;3541000;552,6;479,6;562,8;541,3;540,0;J;C;B;A
210070986234;2025;3;3541000;566,7;647,1;646,2;697,0;660,0;F;A;B;A
210070986589;2025;1;3541000;;374,1;548,1;;560,0;C;B;B;A
210070988278;2025;1;3541000;;575,9;518,1;;500,0;C;D;B;D
210070988809;2025;3;3541000;485,8;482,4;488,7;388,5;600,0;F;B;B;A
210070989133;2025;3;3541000;569,2;593,4;570,7;696,4;780,0;B;A;B;A
210070991055;2025;1;3541000;;;;;;G;A;B;A
210070992701;2025;1;3541000;553,1;566,2;559,5;455,7;540,0;G;B;B;E
210070992766;2025;1;3541000;;;;;;A;A;B;A
210070992867;2025;1;3541000;;;;;;D;A;B;A
210070993090;2025;2;3541000;545,3;543,8;528,5;597,3;680,0;D;B;B;A
210070993321;2025;3;3541000;;698,9;735,0;;700,0;C;A;B;A
210070994393;2025;1;3541000;500,8;477,8;580,2;557,6;740,0;B;A;B;A
210070994664;2025;3;3541000;;;;;;C;C;B;A
210070994706;2025;1;3541000;506,5;534,6;595,6;426,5;500,0;B;A;B;A
210070994756;2025;1;3541000;;;;;;H;B;B;D
210070995932;2025;1;3541000;505,0;440,6;532,3;437,8;300,0;B;B;B;A
210070995971;2025;3;3541000;;432,6;438,4;;440,0;D;B;B;A
210070997342;2025;2;3541000;455,2;425,4;511,1;466,6;820,0;B;A;B;A
210071001837;2025;1;3541000;569,7;640,0;595,2;714,6;500,0;B;B;B;A
210071002089;2025;3;3541000;;;;;;B;B;B;A
210071002525;2025;3;3541000;532,6;511,6;623,6;666,8;560,0;A;C;B;A
210071002602;2025;1;3541000;636,4;656,9;624,0;686,9;740,0;D;B;B;A
210071004182;2025;1;3541000;379,9;351,7;388,2;468,7;280,0;B;B;B;A
210071004613;2025;3;3541000;379,1;451,0;464,2;378,9;0,0;F;A;B;A
210071007011;2025;3;3541000;424,9;406,4;497,5;346,9;460,0;G;B;B;A
210071009339;2025;3;3541000;533,2;389,4;550,0;410,0;560,0;C;A;B;A
210071009585;2025;2;3541000;;;;;;F;A;B;D
210071010555;2025;2;3541000;;;;;;N;C;B;D
210071011037;2025;2;3541000;478,5;547,8;540,6;393,7;520,0;B;A;B;C
210071011465;2025;3;3541000;;;;;;B;A;B;A
210071014230;2025;1;3541000;;;;;;L;C;B;D
210071014629;2025;1;3541000;684,1;719,2;637,4;701,4;740,0;C;A;B;A
210071014890;2025;1;3541000;;;;;;B;A;B;A
210071015212;2025;2;3541000;;;;;;C;B;B;C
210071016611;2025;1;3541000;541,1;468,4;551,1;611,2;580,0;N;D;B;A
210071017820;2025;2;3541000;;;;;;I;B;B;E
210071019839;2025;1;3541000;424,9;533,7;547,7;461,2;600,0;C;B;B;A
210071020110;2025;3;3541000;482,4;578,3;525,9;648,4;660,0;C;A;B;A
210071020326;2025;3;3541000;500,2;565,2;569,4;585,6;520,0;A;B;B;A
210071020532;2025;0;3541000;438,8;427,9;379,9;570,2;480,0;H;B;B;D
210071021054;2025;3;3541000;;391,7;367,9;;0,0;G;C;B;D
210071021321;2025;3;3541000;590,6;635,1;626,7;592,0;820,0;A;A;B;A
210071022035;2025;1;3541000;;;;;;H;D;B;A
210071023782;2025;3;3541000;;;;;;B;A;B;A
210071024167;2025;2;3541000;;;;;;G;C;B;A
210071027039;2025;3;3541000;431,4;360,8;566,4;440,0;540,0;B;B;B;A
210071027328;2025;3;3541000;;;;;;B;A;B;D
210071027987;2025;3;3541000;425,1;475,5;479,8;492,2;260,0;F;B;B;A
210071028190;2025;2;3541000;;;;;;B;A;B;A
210071029593;2025;3;3541000;464,6;417,3;448,4;369,5;460,0;G;B;B;A
210071029658;2025;1;3541000;486,6;477,1;580,8;718,9;680,0;E;A;B;A
210071029717;2025;2;3541000;;;;;;C;A;A;A
210071031049;2025;1;3541000;;;;;;O;E;B;B
210071033774;2025;1;3541000;575,1;624,6;612,5;425,9;580,0;J;B;B;D
210071034951;2025;1;3541000;;;;;;A;B;B;A
210071035134;2025;1;3541000;425,1;388,1;539,6;323,1;580,0;C;A;B;A
210071035507;2025;3;3541000;;;;;;E;B;B;A
210071037119;2025;1;3541000;;;;;;F;B;B;E
210071037518;2025;2;3541000;536,2;504,3;493,1;411,4;0,0;A;A;B;A
210071038496;2025;3;3541000;383,5;436,1;498,6;538,1;560,0;C;B;B;A
210071039123;2025;2;3541000;;;;;;D;B;B;A
210071039150;2025;3;3541000;;;;;;C;A;B;A
210071039304;2025;3;3541000;;;;;;A;A;B;A
210071039609;2025;1;3541000;493,5;529,0;551,7;390,1;600,0;B;A;B;A
210071039708;2025;3;3541000;479,8;479,3;537,5;413,6;580,0;C;A;B;A
210071041039;2025;1;3541000;;;;;;D;A;B;A
210071041940;2025;3;3541000;;;;;;B;A;B;A
210071041944;2025;1;3541000;542,0;577,4;612,4;502,5;560,0;G;C;B;A
210071042844;2025;3;3541000;;;;;;B;A;B;A
210071043245;2025;3;3541000;577,3;646,8;653,3;673,0;640,0;B;A;B;A
210071043766;2025;3;3541000;424,6;516,7;513,8;475,5;320,0;I;D;B;D
210071045925;2025;1;3541000;578,9;505,4;522,8;536,6;540,0;I;C;B;A
210071047393;2025;1;3541000;430,8;521,7;572,0;553,5;640,0;D;A;B;A
210071050018;2025;1;3541000;544,0;473,1;554,3;459,9;0,0;F;B;B;E
210071050295;2025;3;3541000;591,8;590,9;632,5;798,7;740,0;B;A;B;F
210071051712;2025;3;3541000;549,8;584,2;564,9;556,9;600,0;G;D;B;A
210071052164;2025;3;3541000;;;;;;A;A;B;A
210071052419;2025;1;3541000;;;;;;C;B;B;A
210071052504;2025;1;3541000;501,7;509,9;590,9;466,0;720,0;C;A;B;A
210071053333;2025;1;3541000;;;;;;C;B;B;A
210071053698;2025;1;3541000;501,9;522,6;513,6;582,0;640,0;C;C;B;E
210071054185;2025;3;3541000;483,6;481,6;502,3;619,3;400,0;E;B;B;A
210071057970;2025;2;3541000;;408,0;480,6;;360,0;C;A;B;A
210071058771;2025;3;3541000;;;;;;C;A;A;A
210071059806;2025;1;3541000;;;;;;G;B;B;D
210071059936;2025;1;3541000;468,6;567,7;542,4;495,9;580,0;C;B;B;A
210071064427;2025;2;3541000;;;;;;E;A;B;A
210071064524;2025;1;3541000;581,1;621,0;677,7;663,2;860,0;A;A;B;F
210071064793;2025;1;3541000;;;;;;E;B;B;B
210071066227;2025;1;3541000;;549,3;568,7;;620,0;G;A;B;A
210071067858;2025;1;3541000;408,2;509,0;517,4;559,2;600,0;C;B;B;A
210071067871;2025;3;3541000;533,9;563,7;557,1;524,0;460,0;C;A;B;A
210071068279;2025;1;3541000;;;;;;C;C;B;A
210071068571;2025;1;3541000;425,7;511,4;535,2;468,5;540,0;G;C;B;A
210071069357;2025;3;3541000;378,5;380,0;479,4;493,1;680,0;B;B;B;A
210071069941;2025;1;3541000;;;;;;G;C;B;A
210071070344;2025;4;3541000;436,2;399,4;470,2;519,9;640,0;C;C;B;A
210071070375;2025;3;3541000;369,8;436,5;485,5;476,3;0,0;B;B;B;A
210071071800;2025;3;3541000;445,7;480,2;393,1;322,9;360,0;F;A;B;C
210071072309;2025;3;3541000;554,2;629,2;571,0;643,4;360,0;B;A;B;A
210071072714;2025;1;3541000;457,8;415,2;440,6;372,7;540,0;D;B;B;A
210071073025;2025;1;3541000;497,2;477,0;490,4;508,1;500,0;B;A;B;A
210071073114;2025;1;3541000;397,6;497,5;533,5;406,3;420,0;I;B;B;D
210071075084;2025;1;3541000;;405,0;522,7;;700,0;C;A;B;A
210071075498;2025;1;3541000;;;;;;I;A;B;D
210071076427;2025;1;3541000;445,6;440,8;500,1;351,8;0,0;E;A;B;A
210071076566;2025;1;3541000;377,9;513,4;554,1;516,8;720,0;G;A;B;A
210071076704;2025;1;3541000;;;;;;F;B;B;A
210071077317;2025;1;3541000;718,8;673,3;668,6;719,9;660,0;C;A;B;A
210071077644;2025;1;3541000;;;;;;D;A;B;C
210071078283;2025;2;3541000;567,1;581,6;620,3;692,0;440,0;G;B;B;A
210071079542;2025;1;3541000;469,2;445,5;485,2;327,7;540,0;I;B;B;A
210071079793;2025;3;3541000;500,4;430,1;488,4;418,7;600,0;B;A;B;A
210071082321;2025;3;3541000;413,2;350,7;444,2;397,4;440,0;D;A;B;A
210071082809;2025;3;3541000;469,9;450,3;500,7;349,0;440,0;E;B;B;A
210071084037;2025;1;3541000;627,3;663,3;630,1;748,1;760,0;B;A;B;A
210071084043;2025;3;3541000;;;;;;B;B;B;A
210071084635;2025;3;3541000;;530,8;537,7;;580,0;C;A;B;A
210071086569;2025;1;3541000;;;;;;G;D;B;D
210071091350;2025;0;3541000;;;;;;C;B;B;A
210071091927;2025;3;3541000;532,0;574,2;611,6;681,3;560,0;I;B;B;A
210071092927;2025;1;3541000;620,9;661,2;602,0;590,6;520,0;G;B;B;A
210071094074;2025;0;3541000;;;;;;G;B;B;A
210071095325;2025;1;3541000;;;;;;G;B;B;D
210071095398;2025;1;3541000;354,1;345,1;336,0;447,9;480,0;F;B;B;A
210071095434;2025;1;3541000;;;;;;B;A;B;B
210071095565;2025;3;3541000;;;;;;B;B;B;A
210071097112;2025;2;3541000;;;;;;B;A;B;A
210071097585;2025;3;3541000;503,0;504,7;461,1;399,2;0,0;G;B;B;A
210071097929;2025;1;3541000;;;;;;B;A;B;A
210071098669;2025;1;3541000;;;;;;D;B;B;B
210071099028;2025;3;3541000;;592,8;628,6;;640,0;D;B;B;A
210071099091;2025;3;3541000;;;;;;C;A;B;A
210071100359;2025;2;3541000;650,5;711,0;637,4;765,3;920,0;C;A;B;A
210071101301;2025;3;3541000;;;;;;B;A;B;A
210071101389;2025;3;3541000;;;;;;B;A;B;A
210071101589;2025;3;3541000;402,0;445,2;450,3;422,4;600,0;D;B;B;A
210071102198;2025;3;3541000;;;;;;A;A;B;A
210071102344;2025;2;3541000;;;;;;B;A;B;A
210071102535;2025;1;3541000;537,1;515,0;589,7;636,5;740,0;C;A;B;A
210071102648;2025;2;3541000;423,3;505,0;605,3;570,2;520,0;D;B;B;A
210071102850;2025;1;3541000;573,4;627,4;602,3;614,4;680,0;D;B;B;A
210071103247;2025;3;3541000;487,3;415,2;531,1;452,6;0,0;B;B;B;A
210071103602;2025;3;3541000;;;;;;B;A;B;A
210071103680;2025;1;3541000;;;;;;E;B;B;A
210071103934;2025;1;3541000;;;;;;C;B;B;A
210071104198;2025;1;3541000;;;;;;G;B;B;A
210071104783;2025;1;3541000;;;;;;G;B;B;D
210071105684;2025;1;3541000;447,2;496,7;512,5;534,7;280,0;A;A;A;A
210071106035;2025;1;3541000;562,8;523,5;403,6;537,8;660,0;D;A;B;A
210071106784;2025;3;3541000;356,8;413,0;497,2;459,3;520,0;D;B;B;A
210071106813;2025;3;3541000;;;;;;H;B;B;C
210071107734;2025;3;3541000;491,5;486,1;583,8;629,4;540,0;C;A;B;C
210071108057;2025;1;3541000;;;;;;B;B;B;A
210071108132;2025;3;3541000;;;;;;B;A;B;A
210071108655;2025;3;3541000;362,1;465,7;479,6;516,6;320,0;J;C;B;A
210071108989;2025;2;3541000;407,6;345,5;405,8;343,9;380,0;B;A;B;A
210071109692;2025;1;3541000;;;;;;E;B;B;E
210071109733;2025;1;3541000;551,4;491,0;540,4;460,5;640,0;B;A;B;E
210071111121;2025;1;3541000;;359,9;378,4;;960,0;C;B;B;B
210071111722;2025;3;3541000;642,8;632,8;614,2;651,0;840,0;F;B;B;A
210071111895;2025;2;3541000;539,7;610,0;617,3;631,8;660,0;G;B;B;A
210071112027;2025;1;3541000;;;;;;D;B;B;D
210071112076;2025;1;3541000;487,2;535,9;536,0;393,0;560,0;C;D;B;A
210071113093;2025;1;3541000;431,6;525,8;541,5;515,5;640,0;G;B;B;D
210071114019;2025;3;3541000;439,5;511,8;499,4;465,0;400,0;B;A;B;A
210071114593;2025;3;3541000;549,5;564,7;643,8;325,4;760,0;C;B;B;A
210071117602;2025;1;3541000;554,3;519,1;540,4;678,3;800,0;C;A;B;A
210071118158;2025;3;3541000;;;;;;D;B;B;C
210071118360;2025;1;3541000;;;;;;D;C;B;B
210071119137;2025;3;3541000;;;;;;A;B;B;F
210071119236;2025;1;3541000;;;;;;B;D;B;A
210071119725;2025;1;3541000;;;;;;C;D;B;A
210071119867;2025;1;3541000;516,2;617,1;611,2;591,6;620,0;C;B;B;A
210071122281;2025;1;3541000;507,9;594,8;573,1;578,5;440,0;F;B;B;A
210071122882;2025;1;3541000;;;;;;C;B;B;A
210071123561;2025;3;3541000;;;;;;F;C;B;B
210071123676;2025;1;3541000;515,3;544,4;545,7;537,6;560,0;G;A;B;A
210071123933;2025;3;3541000;576,4;583,5;593,3;684,4;860,0;B;B;B;A
210071124067;2025;1;3541000;451,0;384,0;550,9;429,8;500,0;G;B;B;D
210071124345;2025;2;3541000;;;;;;G;C;B;A
210071127385;2025;2;3541000;;;;;;D;B;B;A
210071129797;2025;1;3541000;;;;;;C;B;B;A
210071130581;2025;1;3541000;;;;;;C;A;B;A
210071131237;2025;3;3541000;426,3;355,1;415,9;399,7;520,0;C;A;B;A
210071131878;2025;1;3541000;;;;;;B;A;B;A
210071131886;2025;2;3541000;;;;;;E;C;B;A
210071133086;2025;1;3541000;;;;;;B;A;B;A
210071133913;2025;2;3541000;526,5;587,3;595,7;558,8;780,0;F;B;B;A
210071134061;2025;1;3541000;413,6;395,8;397,5;388,3;540,0;G;B;B;A
210071134185;2025;1;3541000;;;;;;D;B;B;D
210071135882;2025;1;3541000;;;;;;G;B;B;A
210071137189;2025;1;3541000;;;;;;D;B;B;A
210071137406;2025;1;3541000;;;;;;C;B;B;A
210071137789;2025;1;3541000;604,4;619,9;565,7;632,5;880,0;D;A;B;A
210071138480;2025;1;3541000;;;;;;F;A;B;A
210071138914;2025;3;3541000;567,2;601,6;631,4;771,2;780,0;C;A;B;A
210071140065;2025;2;3541000;;;;;;A;A;B;A
210071140383;2025;3;3541000;;468,3;388,3;;300,0;F;B;B;E
210071140496;2025;3;3541000;;;;;;F;A;B;A
210071140876;2025;3;3541000;;405,5;468,2;;540,0;G;B;B;A
210071141966;2025;1;3541000;;;;;;L;B;B;A
210071142111;2025;3;3541000;460,8;465,3;549,1;396,6;0,0;C;A;B;A
210071143193;2025;1;3541000;584,0;473,4;560,9;737,3;0,0;O;B;B;A
210071144179;2025;1;3541000;560,6;591,0;587,4;570,6;580,0;C;A;B;B
210071144501;2025;3;3541000;413,8;406,6;447,8;332,3;0,0;L;C;B;B
210071144882;2025;3;3541000;429,8;559,5;453,0;358,1;480,0;E;A;B;A
210071145272;2025;1;3541000;485,0;547,0;532,5;635,3;680,0;K;C;B;E
210071145616;2025;1;3541000;;;;;;I;D;B;D
210071145873;2025;3;3541000;;;;;;A;A;B;A
210071146443;2025;3;3541000;;;;;;C;B;B;E
210071146835;2025;1;3541000;;;;;;E;A;B;A
210071147561;2025;1;3541000;523,4;436,7;564,8;401,8;480,0;D;B;B;A
210071147622;2025;1;3541000;551,7;569,1;583,6;463,1;880,0;C;A;B;A
210071147751;2025;1;3541000;;;;;;E;B;B;B
210071150017;2025;1;3541000;;;;;;I;B;B;A
210071150338;2025;1;3541000;382,7;399,6;436,1;422,0;0,0;G;B;B;D
210071151192;2025;1;3541000;;;;;;F;A;B;A
210071151201;2025;2;3541000;;;;;;C;B;B;A
210071151364;2025;3;3541000;596,7;596,8;534,6;576,1;560,0;H;B;B;A
210071154866;2025;1;3541000;;637,4;610,5;;700,0;L;C;B;D
210071156321;2025;3;3541000;455,6;535,4;490,9;484,7;460,0;C;C;B;A
210071156694;2025;1;3541000;376,9;463,5;428,7;385,1;420,0;J;C;B;D
210071157014;2025;1;3541000;;407,4;417,6;;620,0;B;A;B;A
210071157626;2025;2;3541000;;;;;;B;A;B;A
210071157718;2025;4;3541000;;;;;;C;B;B;D
210071160404;2025;1;3541000;627,6;666,5;618,8;593,4;0,0;J;B;B;D
210071161331;2025;3;3541000;487,0;532,6;555,3;484,9;400,0;B;A;B;A
210071161878;2025;3;3541000;447,9;454,2;333,9;436,3;340,0;C;C;B;A
210071162189;2025;1;3541000;512,6;495,5;550,4;477,6;540,0;E;B;B;D
210071163025;2025;1;3541000;654,7;685,6;652,3;794,0;500,0;B;A;B;A
210071163719;2025;2;3541000;;;;;;D;C;B;A
210071164533;2025;3;3541000;375,1;535,0;555,1;450,3;520,0;F;B;B;A
210071165404;2025;1;3541000;;;;;;G;B;B;E
210071166236;2025;1;3541000;585,4;651,2;636,9;691,7;560,0;B;B;B;B
210071167012;2025;2;3541000;;;;;;C;A;B;A
210071167717;2025;1;3541000;474,6;455,9;450,2;374,6;420,0;B;A;B;A
210071170144;2025;3;3541000;;448,5;388,6;;0,0;A;A;B;A
210071172110;2025;1;3541000;531,7;434,3;509,1;346,9;680,0;L;C;B;D
210071173056;2025;3;3541000;;;;;;B;B;B;C
210071173133;2025;1;3541000;;;;;;B;A;B;A
210071175962;2025;3;3541000;493,3;504,5;531,1;335,1;600,0;B;B;B;B
210071176248;2025;1;3541000;;526,1;523,7;;440,0;C;A;B;A
210071176704;2025;1;3541000;565,0;578,7;563,4;670,0;520,0;B;B;B;A
210071177230;2025;1;3541000;377,1;468,6;476,2;464,9;520,0;F;A;B;A
210071177482;2025;2;3541000;;485,0;509,5;;480,0;E;C;B;A
210071179486;2025;1;3541000;492,2;633,0;620,5;708,6;940,0;B;B;B;A
210071180318;2025;1;3541000;;;;;;B;A;B;A
210071181123;2025;3;3541000;544,1;519,9;526,9;511,9;540,0;C;B;B;A
210071181447;2025;1;3541000;543,6;;;708,1;;B;A;B;A
210071181591;2025;1;3541000;563,7;457,9;550,5;404,8;460,0;K;B;B;A
210071182865;2025;2;3541000;408,3;349,9;483,8;339,6;440,0;M;B;B;B
210071183444;2025;1;3541000;441,8;471,7;535,0;425,8;440,0;C;A;B;A
210071184359;2025;1;3541000;449,4;401,6;501,4;432,5;560,0;B;A;B;A
210071184617;2025;2;3541000;;464,4;456,9;;400,0;B;B;B;A
210071184991;2025;1;3541000;544,6;586,2;565,0;406,2;300,0;P;C;B;D
210071185162;2025;1;3541000;596,9;601,6;595,5;598,5;480,0;C;A;B;A
210071187312;2025;3;3541000;401,7;559,4;603,8;640,7;720,0;E;A;B;A
210071188772;2025;1;3541000;;;;;;D;A;B;A
210071191435;2025;3;3541000;;;;;;G;B;B;A
210071191489;2025;3;3541000;;;;;;C;B;B;A
210071191621;2025;3;3541000;;;;;;E;B;B;D
210071191772;2025;1;3541000;604,0;646,6;626,6;666,0;760,0;B;A;B;A
210071191929;2025;1;3541000;498,5;606,4;693,0;467,0;460,0;J;B;B;F
210071191942;2025;1;3541000;452,9;472,7;537,2;519,7;620,0;K;D;B;D
210071192985;2025;1;3541000;;521,1;490,1;;0,0;D;A;B;A
210071193019;2025;2;3541000;493,8;490,0;491,4;597,3;440,0;C;A;B;A
210071194017;2025;2;3541000;521,7;512,3;537,3;377,4;560,0;C;A;B;A
210071195698;2025;1;3541000;455,9;526,1;504,3;403,4;580,0;E;B;B;B
210071197300;2025;1;3541000;;;;;;C;B;B;A
210071199649;2025;1;3541000;;;;;;F;B;B;A
210071199733;2025;3;3541000;;;;;;B;A;A;A
210071202386;2025;1;3541000;;569,3;574,6;;720,0;B;A;B;A
210071204744;2025;1;3541000;408,3;474,1;510,4;558,7;600,0;H;B;B;D
210071205079;2025;1;3541000;;;;;;C;B;B;A
210071205654;2025;3;3541000;;;;;;B;A;B;A
210071205933;2025;2;3541000;;;;;;B;A;B;A
210071206063;2025;3;3541000;;;;;;G;A;B;A
210071206457;2025;5;3541000;378,0;474,6;405,1;355,0;440,0;B;C;B;A
210071206578;2025;1;3541000;;;;;;J;C;B;A
210071206743;2025;1;3541000;461,8;532,9;555,3;346,2;740,0;C;A;B;A
210071206805;2025;2;3541000;581,3;653,0;661,8;427,2;640,0;C;A;B;A
210071208915;2025;2;3541000;691,8;661,6;614,7;739,1;740,0;C;C;B;A
210071209103;2025;1;3541000;352,1;417,4;465,0;334,5;440,0;B;A;B;A
210071210185;2025;1;3541000;490,9;591,3;626,6;740,0;700,0;C;A;B;A
210071212958;2025;1;3541000;514,7;453,6;524,0;484,3;480,0;C;A;B;A
210071213705;2025;1;3541000;;;;;;G;B;B;A
210071214564;2025;3;3541000;530,6;488,4;525,0;477,1;520,0;C;A;B;A
210071216247;2025;1;3541000;590,1;617,3;587,2;586,0;400,0;H;B;B;A
210071219254;2025;2;3541000;;;;;;K;A;B;A
210071221915;2025;3;3541000;664,3;657,4;582,9;584,6;580,0;D;B;B;A
210071222995;2025;1;3541000;481,4;416,1;562,9;351,6;0,0;G;B;B;D
210071226892;2025;3;3541000;;;;;;B;A;B;A
210071226923;2025;3;3541000;;;;;;B;A;B;A
210071227898;2025;3;3541000;425,7;618,2;626,4;698,5;780,0;B;A;B;A
210071228653;2025;3;3541000;;566,2;591,1;;680,0;A;A;A;A
210071232699;2025;1;3541000;;;;;;C;A;B;A
210071234479;2025;1;3541000;;;;;;B;A;A;A
210071236425;2025;3;3541000;390,4;430,5;469,9;503,3;340,0;G;C;B;A
210071238828;2025;3;3541000;;;;;;M;B;B;D
210071239179;2025;2;3541000;624,3;596,3;644,3;738,3;560,0;E;A;B;A
210071239444;2025;1;3541000;;;;;;D;B;B;A
210071241314;2025;1;3541000;;583,9;498,1;;580,0;H;B;B;A
210071243017;2025;1;3541000;;;;;;D;B;B;A
210071243621;2025;3;3541000;;;;;;Q;E;B;E
210071244111;2025;1;3541000;504,7;600,3;652,4;672,8;560,0;H;B;B;D
210071244460;2025;1;3541000;;;;;;C;B;B;A
210071244706;2025;3;3541000;;;;;;C;A;B;A
210071245383;2025;1;3541000;;;;;;D;A;B;A
